soortgroep,meetnet,monitoringsinspanning,2016,2017,2018,2019
overige,Zadelsprinkhaan,aantal tellers,3,3,4,2
planten,Bleekgeel blaasjeskruid,aantal tellingen,1,1,NA,NA
planten,Bleekgeel blaasjeskruid,aantal tellers,1,1,NA,NA
planten,Driekantige bies,aantal tellingen,6,4,5,5
planten,Driekantige bies,aantal tellers,3,1,1,1
planten,Duingentiaan,aantal tellingen,5,7,NA,7
planten,Duingentiaan,aantal tellers,1,3,NA,3
planten,Fijn goudscherm,aantal tellingen,NA,2,NA,NA
planten,Fijn goudscherm,aantal tellers,NA,2,NA,NA
planten,Gesteelde zoutmelde,aantal tellingen,NA,1,NA,NA
planten,Gesteelde zoutmelde,aantal tellers,NA,2,NA,NA
planten,Grote bremraap,aantal tellingen,19,15,13,9
planten,Grote bremraap,aantal tellers,7,7,4,4
planten,Harlekijn,aantal tellingen,2,NA,NA,2
planten,Harlekijn,aantal tellers,2,NA,NA,2
planten,Honingorchis,aantal tellingen,4,4,3,NA
planten,Honingorchis,aantal tellers,1,2,1,NA
planten,Kleine schorseneer,aantal tellingen,3,3,NA,4
planten,Kleine schorseneer,aantal tellers,3,2,NA,3
planten,Kleine wolfsklauw,aantal tellingen,2,4,NA,2
planten,Kleine wolfsklauw,aantal tellers,1,2,NA,1
planten,Klimopklokje,aantal tellingen,5,5,2,2
planten,Klimopklokje,aantal tellers,3,5,1,2
planten,Koprus,aantal tellingen,4,1,NA,1
planten,Koprus,aantal tellers,1,1,NA,1
planten,Krabbenscheer,aantal tellingen,4,2,NA,1
planten,Krabbenscheer,aantal tellers,2,1,NA,1
planten,Moerassmele,aantal tellingen,2,2,1,NA
planten,Moerassmele,aantal tellers,2,2,1,NA
planten,Plat fonteinkruid,aantal tellingen,3,4,2,NA
planten,Plat fonteinkruid,aantal tellers,2,3,2,NA
planten,Polei,aantal tellingen,5,2,NA,NA
planten,Polei,aantal tellers,1,1,NA,NA
planten,Purperorchis,aantal tellingen,8,1,3,8
planten,Purperorchis,aantal tellers,4,1,1,4
planten,Ronde zegge,aantal tellingen,7,7,6,1
planten,Ronde zegge,aantal tellers,4,4,5,1
planten,Slank wollegras,aantal tellingen,3,1,2,4
planten,Slank wollegras,aantal tellers,1,1,2,2
planten,Spits fonteinkruid,aantal tellingen,11,7,7,3
planten,Spits fonteinkruid,aantal tellers,4,8,6,1
planten,Stekende bies,aantal tellingen,1,1,2,NA
planten,Stekende bies,aantal tellers,1,1,1,NA
planten,Veenmosorchis,aantal tellingen,4,1,1,NA
planten,Veenmosorchis,aantal tellers,1,1,1,NA
planten,Weegbreefonteinkruid,aantal tellingen,1,8,3,1
planten,Weegbreefonteinkruid,aantal tellers,1,4,3,1
planten,Welriekende nachtorchis,aantal tellingen,16,3,2,8
planten,Welriekende nachtorchis,aantal tellers,7,3,2,3
planten,Witte waterranonkel,aantal tellingen,27,8,15,14
planten,Witte waterranonkel,aantal tellers,11,4,6,8
vogels,Algemene Broedvogelmonitoring (ABV),aantal tellingen,563,571,542,526
vogels,Algemene Broedvogelmonitoring (ABV),aantal tellers,156,154,150,142
zoogdieren,Hazelmuis,aantal tellingen,35,33,32,NA
zoogdieren,Hazelmuis,aantal tellers,9,9,5,NA
